index,price,condo_fee,bedrooms,bathrooms,vacancies,floor,construction_year,total_area_m2,price_per_area,street_address,street_number,neighborhood,zip_code,city,state,country,address,description,url,link,latitude,longitude,advertizer
892,950000,1599,3,2,1,0,-1.0,120,7916.666666666667,Rua dos Pinheiros,1474,Pinheiros,05422002,São Paulo,SP,BR,"Rua dos Pinheiros 1474, Pinheiros, 05422002, São Paulo, SP, BR",SÃO PAULO - Apartamento Padrão - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2502708846/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2502708846/"">SÃO PAULO - Apartamento Padrão - PINHEIROS</a>",-23.567848,-46.691908,Chaves Assessoria Imobiliária Ltda Epp
893,1050000,1400,3,3,1,0,1975.0,120,8750.0,Rua João Moura,1406,Pinheiros,05412003,São Paulo,SP,BR,"Rua João Moura 1406, Pinheiros, 05412003, São Paulo, SP, BR",Apartamento,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2569452852/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2569452852/"">Apartamento</a>",-23.553769,-46.681795,Imobili Imóveis
894,1171000,1200,3,2,1,0,1964.0,110,10645.454545454546,,,Pinheiros,05414011,São Paulo,SP,BR," , Pinheiros, 05414011, São Paulo, SP, BR",Apartamento para venda em Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2643918601/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2643918601/"">Apartamento para venda em Pinheiros</a>",,,Leopoldina House
895,954000,0,3,2,1,0,-1.0,130,7338.461538461538,Avenida Rebouças,1164,Pinheiros,05402000,São Paulo,SP,BR,"Avenida Rebouças 1164, Pinheiros, 05402000, São Paulo, SP, BR","Apartamento à venda, 130 m² por R$ 954.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-130m2-id-2628968490/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-130m2-id-2628968490/"">Apartamento à venda, 130 m² por R$ 954.000,00 - Pinheiros - São Paulo/SP</a>",-23.560704,-46.67309,"B&G IMOBILIARIA, ADMINISTRADORA E CORRETORA DE IMOVEIS LTDA"
896,1150000,1770,3,2,1,9,-1.0,105,10952.380952380952,Rua Oscar Freire,1513,Pinheiros,05409012,São Paulo,SP,BR,"Rua Oscar Freire 1513, Pinheiros, 05409012, São Paulo, SP, BR",Apartamento para venda tem 105 metros quadrados com 2 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2555045793/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2555045793/"">Apartamento para venda tem 105 metros quadrados com 2 quartos em Pinheiros - São Paulo - SP</a>",-23.558957,-46.673186,Rudner Imóveis LTDA
897,750000,1301,2,2,0,0,1969.0,121,6198.347107438017,Rua Oscar Freire,2185,Pinheiros,05409011,São Paulo,SP,BR,"Rua Oscar Freire 2185, Pinheiros, 05409011, São Paulo, SP, BR",Apartamento para venda com 121 metros quadrados com 2 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2621570716/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2621570716/"">Apartamento para venda com 121 metros quadrados com 2 quartos em Pinheiros - São Paulo - SP</a>",-23.55394,-46.676892,RE/MAX BOUTIQUE
898,1200000,1200,2,2,1,7,1964.0,110,10909.09090909091,Rua Cônego Eugênio Leite,665,Pinheiros,05414011,São Paulo,SP,BR,"Rua Cônego Eugênio Leite 665, Pinheiros, 05414011, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 110 m², 2 quartos, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2648832481/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2648832481/"">Apartamento à venda em Pinheiros com 110 m², 2 quartos, 1 vaga</a>",-23.563313,-46.681494,RI IMOB DIGITAL
899,848000,1600,4,3,0,0,1979.0,114,7438.596491228071,Rua Teodoro Sampaio,1424,Pinheiros,05406100,São Paulo,SP,BR,"Rua Teodoro Sampaio 1424, Pinheiros, 05406100, São Paulo, SP, BR",Apartamento para venda possui 114 metros quadrados com 4 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2592556346/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2592556346/"">Apartamento para venda possui 114 metros quadrados com 4 quartos em Pinheiros - São Paulo - SP</a>",-23.56082,-46.68361,Rudner Imóveis LTDA
900,1000000,1280,3,3,1,11,1950.0,130,7692.307692307692,Avenida Rebouças,,Pinheiros,05402100,São Paulo,SP,BR,"Avenida Rebouças , Pinheiros, 05402100, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-130m2-id-2617211753/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-130m2-id-2617211753/"">APARTAMENTO - PINHEIROS - SP</a>",,,Paulo Roberto Leardi
901,850000,1550,3,2,1,0,1973.0,118,7203.389830508475,Avenida Pedroso de Morais,57,Pinheiros,05419000,São Paulo,SP,BR,"Avenida Pedroso de Morais 57, Pinheiros, 05419000, São Paulo, SP, BR",Apartamento em Pinheiros com 3 dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-118m2-id-2615845049/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-118m2-id-2615845049/"">Apartamento em Pinheiros com 3 dormitórios</a>",-23.569019,-46.688011,Sh Prime Imóveis
902,750000,1500,2,3,1,7,1974.0,106,7075.471698113208,Rua Mourato Coelho,,Pinheiros,05417010,São Paulo,SP,BR,"Rua Mourato Coelho , Pinheiros, 05417010, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-infraestrutura-internet-pinheiros-zona-oeste-sao-paulo-sp-106m2-id-2580373909/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-infraestrutura-internet-pinheiros-zona-oeste-sao-paulo-sp-106m2-id-2580373909/"">APARTAMENTO - PINHEIROS - SP</a>",,,PAULO ROBERTO LEARDI VL MADALENA
903,750000,0,2,3,0,0,-1.0,121,6198.347107438017,Rua Oscar Freire,,Pinheiros,05409011,São Paulo,SP,BR,"Rua Oscar Freire , Pinheiros, 05409011, São Paulo, SP, BR",POF 2185 Apto 601121005-6,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2638218159/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2638218159/"">POF 2185 Apto 601121005-6</a>",,,Ganan Imóveis
904,950000,268,2,2,0,1,-1.0,114,8333.333333333334,Rua dos Pinheiros,258,Pinheiros,05422012,São Paulo,SP,BR,"Rua dos Pinheiros 258, Pinheiros, 05422012, São Paulo, SP, BR",,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2582195566/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2582195566/""></a>",-23.564641,-46.680813,S2 BRokers
905,1080000,1952,2,3,1,0,1973.0,110,9818.181818181818,Rua Oscar Freire,,Pinheiros,05409010,São Paulo,SP,BR,"Rua Oscar Freire , Pinheiros, 05409010, São Paulo, SP, BR",APARTAMENTO NOS JARDINS - OPORTUNIDADE,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2634222770/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2634222770/"">APARTAMENTO NOS JARDINS - OPORTUNIDADE</a>",,,SCHEID IMÓVEIS - MARAJOARA
906,1100320,1200,3,2,1,2,1964.0,110,10002.90909090909,Rua Cônego Eugênio Leite,,Pinheiros,05414011,São Paulo,SP,BR,"Rua Cônego Eugênio Leite , Pinheiros, 05414011, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 110 m², 3 quartos, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2655993164/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2655993164/"">Apartamento à venda em Pinheiros com 110 m², 3 quartos, 1 vaga</a>",,,Marcelo Franco Callejon 174847-F-SP
907,1160000,1600,3,2,1,0,1973.0,154,7532.467532467533,Rua Oscar Freire,,Pinheiros,05409010,São Paulo,SP,BR,"Rua Oscar Freire , Pinheiros, 05409010, São Paulo, SP, BR",Apartamento à Venda com 154m² e 3 dormitórios Pinheiros SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-154m2-id-2631875980/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-154m2-id-2631875980/"">Apartamento à Venda com 154m² e 3 dormitórios Pinheiros SP</a>",,,Grenna Imóveis
908,1089970,1200,3,2,1,0,-1.0,110,9908.818181818182,Rua Alves Guimarães,623,Pinheiros,05410001,São Paulo,SP,BR,"Rua Alves Guimarães 623, Pinheiros, 05410001, São Paulo, SP, BR",Venda Apartamento 3 Dormitórios - 110 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2654895409/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2654895409/"">Venda Apartamento 3 Dormitórios - 110 m² Pinheiros</a>",-23.557176,-46.677532,Olímpia House
909,870000,1122,3,3,1,0,1965.0,110,7909.090909090909,Rua Henrique Schaumann,,Pinheiros,05413010,São Paulo,SP,BR,"Rua Henrique Schaumann , Pinheiros, 05413010, São Paulo, SP, BR","Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Sul",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2602101534/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2602101534/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Sul</a>",,,Hidaka Imóveis
910,950000,268,2,1,0,0,-1.0,114,8333.333333333334,,,Pinheiros,05422000,São Paulo,SP,BR," , Pinheiros, 05422000, São Paulo, SP, BR",APARTAMENTO EM PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2591493904/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2591493904/"">APARTAMENTO EM PINHEIROS</a>",,,Jadar Imóveis Ltda Epp
911,990000,1300,3,3,1,0,-1.0,113,8761.061946902655,Rua Cônego Eugênio Leite,540,Pinheiros,05414000,São Paulo,SP,BR,"Rua Cônego Eugênio Leite 540, Pinheiros, 05414000, São Paulo, SP, BR",Apartamento 3 dormitórios em Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-113m2-id-2632055404/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-113m2-id-2632055404/"">Apartamento 3 dormitórios em Pinheiros</a>",-23.56401,-46.680211,ARK Imóveis
912,1200000,1119,3,2,1,0,1969.0,107,11214.953271028038,Rua Artur de Azevedo,1681,Pinheiros,05404002,São Paulo,SP,BR,"Rua Artur de Azevedo 1681, Pinheiros, 05404002, São Paulo, SP, BR",Apartamento á venda em Pinheiros 03 dormitórios 107m²,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2626489087/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2626489087/"">Apartamento á venda em Pinheiros 03 dormitórios 107m²</a>",-23.565796,-46.686791,UBlink
913,990000,1351,3,2,1,0,1965.0,112,8839.285714285714,Rua Teodoro Sampaio,,Pinheiros,05405000,São Paulo,SP,BR,"Rua Teodoro Sampaio , Pinheiros, 05405000, São Paulo, SP, BR",Pinheiros! Apartamento com Quintal!,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2637046233/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2637046233/"">Pinheiros! Apartamento com Quintal!</a>",,,PLUS IMÓVEIS
914,1065000,1897,3,2,2,0,1979.0,114,9342.105263157895,Rua Teodoro Sampaio,1424,Pinheiros,05406000,São Paulo,SP,BR,"Rua Teodoro Sampaio 1424, Pinheiros, 05406000, São Paulo, SP, BR",SãO PAULO - Apartamento Padrão - Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2641068372/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2641068372/"">SãO PAULO - Apartamento Padrão - Pinheiros</a>",-23.56082,-46.68361,Neon Imóveis - Agência SP
915,1200000,1185,3,2,1,0,-1.0,100,12000.0,Rua Cônego Eugênio Leite,,Pinheiros,05414010,São Paulo,SP,BR,"Rua Cônego Eugênio Leite , Pinheiros, 05414010, São Paulo, SP, BR","Apartamento com 3 dormitórios à venda, 100 m² por R$ 1.200.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2623813782/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2623813782/"">Apartamento com 3 dormitórios à venda, 100 m² por R$ 1.200.000,00 - Pinheiros - São Paulo/SP</a>",,,ARCOVERDE IMOBILIARIA LTDA
916,999980,1150,3,2,1,0,-1.0,107,9345.607476635514,Rua Alves Guimarães,980,Pinheiros,05410001,São Paulo,SP,BR,"Rua Alves Guimarães 980, Pinheiros, 05410001, São Paulo, SP, BR",Venda Apartamento 3 Dormitórios - 107 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2652203052/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2652203052/"">Venda Apartamento 3 Dormitórios - 107 m² Pinheiros</a>",-23.554041,-46.679044,OHI Imóveis
917,1070000,800,3,2,1,8,-1.0,103,10388.349514563106,Avenida Rebouças,,Pinheiros,05402000,São Paulo,SP,BR,"Avenida Rebouças , Pinheiros, 05402000, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-103m2-id-2642635399/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-103m2-id-2642635399/"">APARTAMENTO - PINHEIROS - SP</a>",,,Paulo Roberto Leardi
918,1200000,1600,3,3,1,0,-1.0,140,8571.42857142857,Rua Henrique Schaumann,136,Pinheiros,05413020,São Paulo,SP,BR,"Rua Henrique Schaumann 136, Pinheiros, 05413020, São Paulo, SP, BR","Apartamento com 3 dormitórios à venda, 140 m² - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2545007236/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2545007236/"">Apartamento com 3 dormitórios à venda, 140 m² - Pinheiros - São Paulo/SP</a>",-23.563235,-46.678452,DG7 IMÓVEIS
919,750000,555,3,1,0,0,-1.0,110,6818.181818181818,Rua Teodoro Sampaio,2261,Pinheiros,05405200,São Paulo,SP,BR,"Rua Teodoro Sampaio 2261, Pinheiros, 05405200, São Paulo, SP, BR","Apartamento em Pinheiros - São Paulo, SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2611049628/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2611049628/"">Apartamento em Pinheiros - São Paulo, SP</a>",-23.565074,-46.689848,MRS IMOVEIS
920,1060000,990,3,3,1,0,1999.0,107,9906.542056074766,Rua Artur de Azevedo,1,Pinheiros,05404002,São Paulo,SP,BR,"Rua Artur de Azevedo 1, Pinheiros, 05404002, São Paulo, SP, BR",SãO PAULO - Apartamento Padrão - Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2614740808/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2614740808/"">SãO PAULO - Apartamento Padrão - Pinheiros</a>",-23.556616,-46.67274,DOORZ ASSESSORIA IMOBILIARIA
921,800000,1200,3,3,2,9,1970.0,112,7142.857142857143,Rua João Moura,,Pinheiros,05412001,São Paulo,SP,BR,"Rua João Moura , Pinheiros, 05412001, São Paulo, SP, BR",Apartamento com 3 quartos à venda em Pinheiros - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2647024489/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2647024489/"">Apartamento com 3 quartos à venda em Pinheiros - SP</a>",,,Lopes Prime - Moema
922,1050000,1400,3,2,1,0,-1.0,120,8750.0,Rua João Moura,,Pinheiros,05412003,São Paulo,SP,BR,"Rua João Moura , Pinheiros, 05412003, São Paulo, SP, BR","Apartamento à venda, 120 m² por R$ 1.050.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2601711476/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2601711476/"">Apartamento à venda, 120 m² por R$ 1.050.000,00 - Pinheiros - São Paulo/SP</a>",,,ADBENS NEGÓCIOS IMOBILIÁRIOS
923,780000,300,3,2,0,0,-1.0,100,7800.0,Rua dos Pinheiros,933,Pinheiros,05422011,São Paulo,SP,BR,"Rua dos Pinheiros 933, Pinheiros, 05422011, São Paulo, SP, BR",Pinheiros | Apartamento 3 quartos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2572347216/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2572347216/"">Pinheiros | Apartamento 3 quartos</a>",-23.567408,-46.686725,IMOVELUM VILA OLÍMPIA
924,1170000,1812,3,3,1,0,-1.0,114,10263.157894736842,Rua Teodoro Sampaio,1424,Pinheiros,05406100,São Paulo,SP,BR,"Rua Teodoro Sampaio 1424, Pinheiros, 05406100, São Paulo, SP, BR","PINHEIROS, R. TEODORO SAMPAIO, 03 DORMITÓRIOS, SUITE, 01 VAGA, EXCELENTE LOCALIZAÇÃO..",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2551260252/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2551260252/"">PINHEIROS, R. TEODORO SAMPAIO, 03 DORMITÓRIOS, SUITE, 01 VAGA, EXCELENTE LOCALIZAÇÃO..</a>",-23.56082,-46.68361,YK Private Soluções Imobiliárias
925,1199000,0,4,5,1,0,-1.0,100,11990.0,Rua Fradique Coutinho,,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416000, São Paulo, SP, BR","APARTAMENTO RESIDENCIAL em São Paulo - SP, Pinheiros",https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2642847989/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2642847989/"">APARTAMENTO RESIDENCIAL em São Paulo - SP, Pinheiros</a>",,,K2 Imóveis
926,1120000,1500,3,3,1,12,1982.0,100,11200.0,Rua Fradique Coutinho,532,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho 532, Pinheiros, 05416000, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2620801231/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2620801231/"">APARTAMENTO - PINHEIROS - SP</a>",-23.562085,-46.687097,PAULO ROBERTO LEARDI - PINHEIROS
927,1199970,1600,3,3,1,0,-1.0,140,8571.214285714286,Rua Henrique Schaumann,136,Pinheiros,05413010,São Paulo,SP,BR,"Rua Henrique Schaumann 136, Pinheiros, 05413010, São Paulo, SP, BR",Apartamento Venda 3 Dormitórios - 140 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-salao-de-festas-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2653650258/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-salao-de-festas-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2653650258/"">Apartamento Venda 3 Dormitórios - 140 m² Pinheiros</a>",-23.563235,-46.678452,Olimpia House
