;price;condo_fee;bedrooms;bathrooms;vacancies;floor;construction_year;total_area_m2;price_per_area;street_address;street_number;address;description;url;link;latitude;longitude;advertizer
5519;850000;2280;3;3;0;0;1975.0;180;4722.222222222223;Rua Morgado de Mateus;352;Rua Morgado de Mateus 352, Vila Mariana, 04015050, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 180 m² por R$ 850.000 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2647795187/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2647795187/"">Apartamento com 3 dormitórios à venda, 180 m² por R$ 850.000 - Vila Mariana - São Paulo/SP</a>";-23.586205;-46.645412;Hedge Imóveis
5524;1100000;0;3;3;1;0;1964.0;200;5500.0;Rua Colônia da Glória;;Rua Colônia da Glória , Vila Mariana, 04113000, São Paulo, SP, BR;Casa com 3 quartos à venda em Vila Mariana - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2636922032/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2636922032/"">Casa com 3 quartos à venda em Vila Mariana - SP</a>";;;Lopes Prime - Moema
5531;795000;0;6;5;2;0;-1.0;240;3312.5;;; , Vila Mariana, 04112070, São Paulo, SP, BR;Sobrado com 6 dormitórios à venda, 240 m² por R$ 795.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-6-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-240m2-id-2567374466/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-6-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-240m2-id-2567374466/"">Sobrado com 6 dormitórios à venda, 240 m² por R$ 795.000,00 - Vila Mariana - São Paulo/SP</a>";;;Takaki Imoveis
5539;650000;500;3;2;0;1;-1.0;100;6500.0;Rua Tutóia;;Rua Tutóia , Vila Mariana, 04007004, São Paulo, SP, BR;Apartamento residencial à venda, Vila Mariana, São Paulo.;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2622830123/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2622830123/"">Apartamento residencial à venda, Vila Mariana, São Paulo.</a>";;;Curcia Imóveis
5540;690000;1200;3;3;2;5;-1.0;108;6388.888888888889;Rua Topázio;;Rua Topázio , Aclimação, 04105061, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 108 m² por R$ 690.000,00 - Aclimação - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-aclimacao-centro-sao-paulo-sp-108m2-id-2573798548/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-aclimacao-centro-sao-paulo-sp-108m2-id-2573798548/"">Apartamento com 3 dormitórios à venda, 108 m² por R$ 690.000,00 - Aclimação - São Paulo/SP</a>";;;Curcia Imóveis
5541;1100000;0;3;1;3;0;-1.0;200;5500.0;Rua Potenji;;Rua Potenji , Vila Mariana, 04139020, São Paulo, SP, BR;Casa com 3 quartos à venda em Vila Mariana - SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2586379275/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2586379275/"">Casa com 3 quartos à venda em Vila Mariana - SP</a>";;;Lopes Prime - Moema
5543;639000;1400;2;2;1;0;-1.0;100;6390.0;Rua Joel Jorge de Melo;;Rua Joel Jorge de Melo , Chácara Klabin, 04128080, São Paulo, SP, BR;Apartamento à venda no bairro Chacara Klabin - São Paulo/SP, Zona Sul;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-chacara-klabin-zona-sul-sao-paulo-sp-100m2-id-2602107579/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-chacara-klabin-zona-sul-sao-paulo-sp-100m2-id-2602107579/"">Apartamento à venda no bairro Chacara Klabin - São Paulo/SP, Zona Sul</a>";;;Hidaka Imóveis
5545;890000;0;3;1;2;0;-1.0;146;6095.890410958904;;; , Vila Mariana, 04126090, São Paulo, SP, BR;Vila Mariana - Casa a venda 146m²;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-146m2-id-2603342988/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-146m2-id-2603342988/"">Vila Mariana - Casa a venda 146m²</a>";;;LOPES PRIME
5549;599000;0;3;2;0;0;-1.0;100;5990.0;Rua Marselhesa;;Rua Marselhesa , Vila Mariana, 04020060, São Paulo, SP, BR;Sobrado com 3 quartos e sem vaga à venda, 100 m² por R$ 599.000 - Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2624613970/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2624613970/"">Sobrado com 3 quartos e sem vaga à venda, 100 m² por R$ 599.000 - Vila Mariana</a>";;;IVO IMÓVEIS
5550;530000;540;2;1;0;0;-1.0;110;4818.181818181818;Rua Domingos de Morais;;Rua Domingos de Morais , Vila Mariana, 04010000, São Paulo, SP, BR;Apartamento com 2 quartos à venda em Vila Mariana - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-vila-mariana-zona-sul-sao-paulo-sp-110m2-id-2641915071/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-vila-mariana-zona-sul-sao-paulo-sp-110m2-id-2641915071/"">Apartamento com 2 quartos à venda em Vila Mariana - SP</a>";;;Lopes Freitas
5553;1100000;1320;3;2;2;0;-1.0;196;5612.244897959184;Rua Gaspar Lourenço;;Rua Gaspar Lourenço , Aclimação, 04107001, São Paulo, SP, BR;Apartamento à venda no bairro Aclimação - São Paulo/SP, Zona Central;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-aclimacao-centro-sao-paulo-sp-196m2-id-2602096541/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-aclimacao-centro-sao-paulo-sp-196m2-id-2602096541/"">Apartamento à venda no bairro Aclimação - São Paulo/SP, Zona Central</a>";;;Hidaka Imóveis
5554;895700;2110;3;2;1;0;-1.0;180;4976.111111111111;Rua Domingos de Morais;;Rua Domingos de Morais , Vila Mariana, 04010200, São Paulo, SP, BR;Apartamento à venda no bairro Vila Mariana - São Paulo/SP, Zona Sul;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2579444234/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2579444234/"">Apartamento à venda no bairro Vila Mariana - São Paulo/SP, Zona Sul</a>";;;Hidaka Imóveis
5555;683000;0;3;2;2;0;-1.0;110;6209.090909090909;Rua Topázio;000;Rua Topázio 000, Vila Mariana, 04105060, São Paulo, SP, BR;apartamento - Vila Mariana - São Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-copa-vila-mariana-zona-sul-sao-paulo-sp-110m2-id-2647006186/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-copa-vila-mariana-zona-sul-sao-paulo-sp-110m2-id-2647006186/"">apartamento - Vila Mariana - São Paulo</a>";-23.575193;-46.634058;CasaNova Negócios Imobiliários
5559;635000;0;2;1;1;0;-1.0;190;3342.1052631578946;Rua Brás Lourenço;;Rua Brás Lourenço , Vila Mariana, 04113110, São Paulo, SP, BR;Sobrado residencial à venda, Vila Mariana, São Paulo.;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-190m2-id-2567793268/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-190m2-id-2567793268/"">Sobrado residencial à venda, Vila Mariana, São Paulo.</a>";;;Digiway Imóveis e Administração Ltda - ME
5563;850000;0;3;2;2;0;1971.0;150;5666.666666666667;Rua Professor Macedo Soares;;Rua Professor Macedo Soares , Vila Mariana, 04113090, São Paulo, SP, BR;102409 Casa para venda com 150 m2 com 3 quartos em Vila Mariana - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-area-de-servico-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2539256843/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-area-de-servico-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2539256843/"">102409 Casa para venda com 150 m2 com 3 quartos em Vila Mariana - São Paulo - SP</a>";;;Site Location Imóveis
5568;650000;720;2;2;0;0;-1.0;125;5200.0;Rua Topázio;;Rua Topázio , Vila Mariana, 04105061, São Paulo, SP, BR;Próximo ao Parque da Aclimação;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-125m2-id-1037759270/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-125m2-id-1037759270/"">Próximo ao Parque da Aclimação</a>";;;AUGURI EMPREENDIMENTOS IMOBILIARIOS LTDA ME
5575;588896;806;3;2;0;0;1970.0;100;5888.96;Rua Eça de Queiroz;720;Rua Eça de Queiroz 720, Vila Mariana, 04011911, São Paulo, SP, BR;SãO PAULO - Apartamento Padrão - Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2641063260/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2641063260/"">SãO PAULO - Apartamento Padrão - Vila Mariana</a>";-23.580489;-46.647819;Neon Imóveis - Agência SP
5578;590000;956;3;1;2;0;-1.0;128;4609.375;Rua Topázio;878;Rua Topázio 878, Vila Mariana, 04105063, São Paulo, SP, BR;Apartamento em Vila Mariana - São Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-128m2-id-2638231122/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-128m2-id-2638231122/"">Apartamento em Vila Mariana - São Paulo</a>";-23.577604;-46.635801;TRADE HOUSEEMPREENDIMENTO IMOBILIARIOS LTDA-ME
5579;948000;1850;3;3;1;0;-1.0;160;5925.0;;; , Vila Mariana, 04015001, São Paulo, SP, BR;Apartamento para Venda em São Paulo, Vila Mariana, 3 dormitórios, 1 suíte, 3 banheiros, 1 vaga;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-160m2-id-2652706862/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-160m2-id-2652706862/"">Apartamento para Venda em São Paulo, Vila Mariana, 3 dormitórios, 1 suíte, 3 banheiros, 1 vaga</a>";;;Lilian Christ
5580;1100000;0;4;5;2;0;-1.0;240;4583.333333333333;Rua José Antônio Coelho;;Rua José Antônio Coelho , Vila Mariana, 04011061, São Paulo, SP, BR;Casa para venda 240 metros quadrados com 4 quartos em Vila Mariana - São Paulo - São Paulo;https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-vila-mariana-zona-sul-sao-paulo-sp-240m2-id-2612494987/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-vila-mariana-zona-sul-sao-paulo-sp-240m2-id-2612494987/"">Casa para venda 240 metros quadrados com 4 quartos em Vila Mariana - São Paulo - São Paulo</a>";;;João Batista Pereira Filho
5582;1200000;0;3;3;4;0;-1.0;260;4615.384615384615;Rua Manuel de Morais;;Rua Manuel de Morais , Vila Mariana, 04126070, São Paulo, SP, BR;CASA RESIDENCIAL em São paulo - SP, Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-260m2-id-2617588197/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-260m2-id-2617588197/"">CASA RESIDENCIAL em São paulo - SP, Vila Mariana</a>";;;DBR Imóveis
5585;744000;0;2;3;0;3;-1.0;125;5952.0;Rua Topázio;478;Rua Topázio 478, Vila Mariana, 04105061, São Paulo, SP, BR;AP EM VILA MARIANA;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-vila-mariana-zona-sul-sao-paulo-sp-125m2-id-2648993656/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-vila-mariana-zona-sul-sao-paulo-sp-125m2-id-2648993656/"">AP EM VILA MARIANA</a>";-23.574701;-46.633503;Crédito Real | Cabeni
5595;1080000;1150;3;2;1;0;-1.0;170;6352.941176470588;Rua Topázio;;Rua Topázio , Vila Maria, 04105060, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 170 m² por R$ 1.080.000,00 - Vila Maria;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-vila-maria-zona-norte-sao-paulo-sp-170m2-id-2530710882/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-vila-maria-zona-norte-sao-paulo-sp-170m2-id-2530710882/"">Apartamento com 3 dormitórios à venda, 170 m² por R$ 1.080.000,00 - Vila Maria</a>";;;Predial Lins Imóveis
5597;678000;1600;3;3;2;0;1990.0;108;6277.777777777777;Rua Ouvidor Peleja;;Rua Ouvidor Peleja , Vila Mariana, 04128001, São Paulo, SP, BR;Apartamento para venda possui 108 metros quadrados com 3 quartos em Vila Mariana - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-acesso-24-horas-vila-mariana-zona-sul-sao-paulo-sp-108m2-id-2621791617/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-acesso-24-horas-vila-mariana-zona-sul-sao-paulo-sp-108m2-id-2621791617/"">Apartamento para venda possui 108 metros quadrados com 3 quartos em Vila Mariana - São Paulo - SP</a>";;;INTELLECTA IMOVEIS E ADMINISTRADORA DE BENS E COND. LTDA
5599;1100000;0;4;5;3;2;-1.0;280;3928.5714285714284;Rua Alexandre Buairide;;Rua Alexandre Buairide , Vila Mariana, 04110080, São Paulo, SP, BR;Casa Duplex para venda 280m², 4 dormitórios, sendo 2 suítes, 3 vagas - Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-mobiliado-vila-mariana-zona-sul-sao-paulo-sp-280m2-id-2629183073/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-mobiliado-vila-mariana-zona-sul-sao-paulo-sp-280m2-id-2629183073/"">Casa Duplex para venda 280m², 4 dormitórios, sendo 2 suítes, 3 vagas - Vila Mariana</a>";;;Real Estate SP Imoveis LTDA
5602;885000;0;2;1;2;0;2023.0;215;4116.279069767442;;; , Vila Mariana, 04119010, São Paulo, SP, BR;Casa à venda, 2 quartos, 2 vagas, Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-215m2-id-2635052543/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-215m2-id-2635052543/"">Casa à venda, 2 quartos, 2 vagas, Vila Mariana - São Paulo/SP</a>";;;E7 IMÓVEIS
5614;685000;1081;3;2;1;0;-1.0;117;5854.7008547008545;Rua Topázio;878;Rua Topázio 878, Aclimação, 04105063, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 117 m² por R$ 685.000,00 - Aclimação - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-aclimacao-centro-sao-paulo-sp-117m2-id-2652444595/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-aclimacao-centro-sao-paulo-sp-117m2-id-2652444595/"">Apartamento com 3 dormitórios à venda, 117 m² por R$ 685.000,00 - Aclimação - São Paulo/SP</a>";-23.577604;-46.635801;CHIMENTO IMÓVEIS
5617;650000;999;2;2;0;2;1975.0;100;6500.0;Rua Domingos de Morais;2818;Rua Domingos de Morais 2818, Vila Mariana, 04036100, São Paulo, SP, BR;Apartamento à venda 100m², com 2 Dormitórios TELA EM BRANCO - Bairro Vila Mariana/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2648766068/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2648766068/"">Apartamento à venda 100m², com 2 Dormitórios TELA EM BRANCO - Bairro Vila Mariana/SP</a>";-23.601115;-46.636902;RE/MAX REDE PRO 6
5620;790000;0;3;1;1;0;-1.0;130;6076.923076923077;Rua Eça de Queiróz;;Rua Eça de Queiróz , Vila Mariana, 04011050, São Paulo, SP, BR;Casa à venda, Vila Mariana, São Paulo, SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2629833878/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2629833878/"">Casa à venda, Vila Mariana, São Paulo, SP</a>";;;VIEIRA IMOVEIS
5624;820000;2317;3;4;2;9;-1.0;145;5655.172413793103;;; , Vila Mariana, 04016032, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 145 m² por R$ 820.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-deposito-privativo-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2496474346/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-deposito-privativo-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2496474346/"">Apartamento com 3 dormitórios à venda, 145 m² por R$ 820.000,00 - Vila Mariana - São Paulo/SP</a>";;;DiaseSantiago
5625;795000;0;2;3;2;0;-1.0;130;6115.384615384615;Rua Santa Cruz;;Rua Santa Cruz , Vila Mariana, 04122000, São Paulo, SP, BR;METROS, HOSPITAL, COLÉGIOS, COMÉRCIOS.;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2643271769/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2643271769/"">METROS, HOSPITAL, COLÉGIOS, COMÉRCIOS.</a>";;;IMOBILIARIA NEWTON ALVAREZ LTDA - EPP
5627;850000;0;3;2;2;0;-1.0;280;3035.714285714286;;; , Ipiranga, 04117091, São Paulo, SP, BR;Sobrado à venda, 280 m² por R$ 850.000,00 - Ipiranga - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-ipiranga-zona-sul-sao-paulo-sp-280m2-id-2534220222/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-ipiranga-zona-sul-sao-paulo-sp-280m2-id-2534220222/"">Sobrado à venda, 280 m² por R$ 850.000,00 - Ipiranga - São Paulo/SP</a>";;;Purimoveis Adm e Locação de Imóveis Ltda Me
5637;588896;806;3;2;0;1;-1.0;100;5888.96;Rua José Antônio Coelho;;Rua José Antônio Coelho , Vila Mariana, 04011062, São Paulo, SP, BR;Apartamento Padrão para Venda em Vila Mariana São Paulo-SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2602100458/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2602100458/"">Apartamento Padrão para Venda em Vila Mariana São Paulo-SP</a>";;;Hidaka Imóveis
5641;588896;806;3;2;0;0;-1.0;100;5888.96;Rua José Antônio Coelho;;Rua José Antônio Coelho , Vila Mariana, 04011061, São Paulo, SP, BR;Apartamento à venda no bairro Vila Mariana - São Paulo/SP, Zona Sul;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2602106702/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2602106702/"">Apartamento à venda no bairro Vila Mariana - São Paulo/SP, Zona Sul</a>";;;Hidaka Imóveis
5642;850000;0;2;2;1;0;-1.0;150;5666.666666666667;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113040, São Paulo, SP, BR;Sobrado à venda, Vila Mariana, São Paulo, SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2598570354/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2598570354/"">Sobrado à venda, Vila Mariana, São Paulo, SP</a>";;;VIEIRA IMOVEIS
5649;840000;0;2;2;1;0;1964.0;145;5793.103448275862;;; , Vila Mariana, 04113041, São Paulo, SP, BR;Vila Mariana!!! Sobrado 145 m², 2 dorm. 1 suite, 1 vaga!!!;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2578955758/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2578955758/"">Vila Mariana!!! Sobrado 145 m², 2 dorm. 1 suite, 1 vaga!!!</a>";;;LOPES PRIME
5650;899000;0;3;2;2;0;1950.0;162;5549.382716049383;Rua Estela dos Santos;90;Rua Estela dos Santos 90, Vila Mariana, 04128040, São Paulo, SP, BR;Casa para venda com 162 metros quadrados com 3 quartos em Vila Mariana - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-162m2-id-2638789549/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-162m2-id-2638789549/"">Casa para venda com 162 metros quadrados com 3 quartos em Vila Mariana - São Paulo - SP</a>";-23.603671;-46.630945;RE/MAX BOUTIQUE
5651;695000;650;2;1;0;0;-1.0;110;6318.181818181818;;; , Vila Mariana, 04119002, São Paulo, SP, BR;APARTAMENTO RESIDENCIAL em SÃO PAULO - SP, VILA MARIANA;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-110m2-id-2510729989/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-110m2-id-2510729989/"">APARTAMENTO RESIDENCIAL em SÃO PAULO - SP, VILA MARIANA</a>";;;Ishikawa imóveis
5663;615000;779;2;1;0;10;-1.0;100;6150.0;;; , Vila Mariana, 04011061, São Paulo, SP, BR;Apartamento com 2 dormitórios à venda, 100 m² por R$ 615.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2567743945/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2567743945/"">Apartamento com 2 dormitórios à venda, 100 m² por R$ 615.000,00 - Vila Mariana - São Paulo/SP</a>";;;UNION SP
